path,subject,y_1s,y_2s,y_3s
dataset/dataset/chute04/cam1.avi#f0-63,4,1,1,1
dataset/dataset/chute04/cam1.avi#f16-79,4,1,1,1
dataset/dataset/chute05/cam1.avi#f0-63,5,1,1,1
dataset/dataset/chute05/cam1.avi#f16-79,5,1,1,1
dataset/dataset/chute08/cam1.avi#f0-63,8,1,1,1
dataset/dataset/chute08/cam1.avi#f16-79,8,1,1,1
dataset/dataset/chute09/cam1.avi#f0-63,9,0,0,0
dataset/dataset/chute09/cam1.avi#f16-79,9,0,0,1
dataset/dataset/chute09/cam1.avi#f32-95,9,0,0,1
dataset/dataset/chute09/cam1.avi#f48-111,9,0,1,1
dataset/dataset/chute09/cam1.avi#f64-127,9,0,1,1
dataset/dataset/chute09/cam1.avi#f80-143,9,1,1,1
dataset/dataset/chute09/cam1.avi#f96-159,9,1,1,1
dataset/dataset/chute10/cam1.avi#f0-63,10,0,0,1
dataset/dataset/chute10/cam1.avi#f16-79,10,0,1,1
dataset/dataset/chute10/cam1.avi#f32-95,10,0,1,1
dataset/dataset/chute10/cam1.avi#f48-111,10,1,1,1
dataset/dataset/chute10/cam1.avi#f64-127,10,1,1,1
dataset/dataset/chute11/cam1.avi#f0-63,11,0,1,1
dataset/dataset/chute11/cam1.avi#f16-79,11,0,1,1
dataset/dataset/chute11/cam1.avi#f32-95,11,1,1,1
dataset/dataset/chute11/cam1.avi#f48-111,11,1,1,1
dataset/dataset/chute14/cam1.avi#f0-63,14,0,0,0
dataset/dataset/chute14/cam1.avi#f16-79,14,0,0,0
dataset/dataset/chute14/cam1.avi#f32-95,14,0,0,0
dataset/dataset/chute14/cam1.avi#f48-111,14,0,0,0
dataset/dataset/chute14/cam1.avi#f64-127,14,0,0,0
dataset/dataset/chute14/cam1.avi#f80-143,14,0,0,0
dataset/dataset/chute14/cam1.avi#f96-159,14,0,0,0
dataset/dataset/chute14/cam1.avi#f112-175,14,0,0,1
dataset/dataset/chute14/cam1.avi#f128-191,14,0,0,1
dataset/dataset/chute14/cam1.avi#f144-207,14,0,1,1
dataset/dataset/chute14/cam1.avi#f160-223,14,0,1,1
dataset/dataset/chute14/cam1.avi#f176-239,14,1,1,1
dataset/dataset/chute14/cam1.avi#f192-255,14,1,1,1
dataset/dataset/chute15/cam1.avi#f0-63,15,0,0,0
dataset/dataset/chute15/cam1.avi#f16-79,15,0,0,0
dataset/dataset/chute15/cam1.avi#f32-95,15,0,0,0
dataset/dataset/chute15/cam1.avi#f48-111,15,0,0,1
dataset/dataset/chute15/cam1.avi#f64-127,15,0,0,1
dataset/dataset/chute15/cam1.avi#f80-143,15,0,1,1
dataset/dataset/chute15/cam1.avi#f96-159,15,0,1,1
dataset/dataset/chute15/cam1.avi#f112-175,15,1,1,1
dataset/dataset/chute15/cam1.avi#f128-191,15,1,1,1
dataset/dataset/chute18/cam1.avi#f0-63,18,0,0,0
dataset/dataset/chute18/cam1.avi#f16-79,18,0,0,1
dataset/dataset/chute18/cam1.avi#f32-95,18,0,0,1
dataset/dataset/chute18/cam1.avi#f48-111,18,0,1,1
dataset/dataset/chute18/cam1.avi#f64-127,18,0,1,1
dataset/dataset/chute18/cam1.avi#f80-143,18,1,1,1
dataset/dataset/chute18/cam1.avi#f96-159,18,1,1,1
dataset/dataset/chute19/cam1.avi#f0-63,19,0,0,1
dataset/dataset/chute19/cam1.avi#f16-79,19,0,1,1
dataset/dataset/chute19/cam1.avi#f32-95,19,0,1,1
dataset/dataset/chute19/cam1.avi#f48-111,19,1,1,1
dataset/dataset/chute19/cam1.avi#f64-127,19,1,1,1
dataset/dataset/chute21/cam1.avi#f0-63,21,0,0,0
dataset/dataset/chute21/cam1.avi#f16-79,21,0,0,0
dataset/dataset/chute21/cam1.avi#f32-95,21,0,0,0
dataset/dataset/chute21/cam1.avi#f48-111,21,0,0,0
dataset/dataset/chute21/cam1.avi#f64-127,21,0,0,0
dataset/dataset/chute21/cam1.avi#f80-143,21,0,0,1
dataset/dataset/chute21/cam1.avi#f96-159,21,0,0,1
dataset/dataset/chute21/cam1.avi#f112-175,21,0,1,1
dataset/dataset/chute21/cam1.avi#f128-191,21,0,1,1
dataset/dataset/chute21/cam1.avi#f144-207,21,1,1,1
dataset/dataset/chute22/cam1.avi#f0-63,22,0,0,0
dataset/dataset/chute22/cam1.avi#f16-79,22,0,0,0
dataset/dataset/chute22/cam1.avi#f32-95,22,0,0,0
dataset/dataset/chute22/cam1.avi#f48-111,22,0,0,1
dataset/dataset/chute22/cam1.avi#f64-127,22,0,0,1
dataset/dataset/chute22/cam1.avi#f80-143,22,0,1,1
dataset/dataset/chute22/cam1.avi#f96-159,22,0,1,1
dataset/dataset/chute22/cam1.avi#f112-175,22,1,1,1
dataset/dataset/chute22/cam1.avi#f128-191,22,1,1,1
