epoch,train_loss,val_loss,val_accuracy,val_macro_recall,val_macro_f1,learning_rate
1,1.9263185262680054,2.6719253063201904,0.3333333333333333,0.24615384615384617,0.16334185848252342,0.002999918576507786
2,1.2770788669586182,2.6881184577941895,0.45614035087719296,0.3538461538461538,0.26491803278688525,0.002999674314960146
3,0.9649996161460876,2.76665997505188,0.47368421052631576,0.36923076923076925,0.27589743589743587,0.002999267242143112
4,0.8002936840057373,2.8503060340881348,0.49122807017543857,0.4092307692307692,0.33671845395983324,0.002998697402696805
5,0.6842551231384277,2.917337417602539,0.49122807017543857,0.4092307692307692,0.33671845395983324,0.0029979648591105424
6,0.5918312668800354,2.9654390811920166,0.49122807017543857,0.4092307692307692,0.33671845395983324,0.0029970696917159837
7,0.5184042453765869,2.995365619659424,0.49122807017543857,0.4092307692307692,0.33671845395983324,0.0029960119986783204
8,0.4604949951171875,3.006032943725586,0.5087719298245614,0.4492307692307692,0.3771695906432749,0.002994791895985514
9,0.4131567180156708,2.999372959136963,0.49122807017543857,0.4338461538461539,0.3589473684210526,0.002993409517435574
10,0.37231531739234924,2.9798879623413086,0.49122807017543857,0.4338461538461539,0.3536796536796537,0.002991865014621886
11,0.33672112226486206,2.951021909713745,0.49122807017543857,0.46134615384615385,0.3794282829557645,0.002990158556916589
12,0.306831419467926,2.913116455078125,0.49122807017543857,0.46134615384615385,0.3794282829557645,0.002988290331452
13,0.28256097435951233,2.864182233810425,0.49122807017543857,0.46134615384615385,0.37391304347826093,0.002986260543100094
14,0.2625710368156433,2.802384853363037,0.49122807017543857,0.46134615384615385,0.37391304347826093,0.0029840694144500383
15,0.24514928460121155,2.7282164096832275,0.49122807017543857,0.46134615384615385,0.37391304347826093,0.0029817171857837803
16,0.22909286618232727,2.644913673400879,0.49122807017543857,0.46134615384615385,0.37391304347826093,0.0029792041150497007
17,0.21392162144184113,2.557351589202881,0.49122807017543857,0.46134615384615385,0.37391304347826093,0.002976530477834325
18,0.19967389106750488,2.4705870151519775,0.49122807017543857,0.46134615384615385,0.37391304347826093,0.0029736965673321037
19,0.186579167842865,2.388828992843628,0.49122807017543857,0.46134615384615385,0.37391304347826093,0.002970702694313258
20,0.17478060722351074,2.314970016479492,0.49122807017543857,0.46134615384615385,0.37391304347826093,0.002967549187089702
21,0.1642230898141861,2.2505197525024414,0.49122807017543857,0.46134615384615385,0.37391304347826093,0.0029642363914790405
22,0.15471696853637695,2.1957695484161377,0.49122807017543857,0.46134615384615385,0.37391304347826093,0.0029607646707666435
23,0.14606361091136932,2.150085926055908,0.49122807017543857,0.46134615384615385,0.377274388016076,0.00295713440566581
24,0.13812898099422455,2.112248420715332,0.49122807017543857,0.46134615384615385,0.377274388016076,0.002953345994276018
25,0.13083818554878235,2.080775737762451,0.5087719298245614,0.5113461538461539,0.42962732919254665,0.002949399852039267
26,0.12413686513900757,2.054183006286621,0.543859649122807,0.5323987854251012,0.482008281573499,0.002945296411694523
27,0.11796668916940689,2.031153917312622,0.543859649122807,0.5323987854251012,0.482008281573499,0.0029410361232302612
28,0.11226581037044525,2.0106306076049805,0.543859649122807,0.5323987854251012,0.482008281573499,0.0029366194538351206
29,0.10697878897190094,1.9918502569198608,0.543859649122807,0.5323987854251012,0.482008281573499,0.002932046887846672
30,0.1020606979727745,1.9743430614471436,0.543859649122807,0.5323987854251012,0.482008281573499,0.002927318926698304
31,0.09747481346130371,1.9579039812088013,0.543859649122807,0.5323987854251012,0.48874624948793743,0.0029224360888642355
32,0.09319150447845459,1.9425408840179443,0.543859649122807,0.5323987854251012,0.48874624948793743,0.00291739890980266
33,0.08919195085763931,1.928408145904541,0.543859649122807,0.5323987854251012,0.48874624948793743,0.0029122079418970256
34,0.08547262102365494,1.9157274961471558,0.5263157894736842,0.49239878542510124,0.45240896358543414,0.0029068637543954597
35,0.08204184472560883,1.904716968536377,0.5263157894736842,0.49239878542510124,0.45240896358543414,0.002901366933348345
36,0.07890650629997253,1.8955378532409668,0.5263157894736842,0.49239878542510124,0.45240896358543414,0.002895718081544054
37,0.07605627924203873,1.8882622718811035,0.5263157894736842,0.49239878542510124,0.45240896358543414,0.002889917818442843
38,0.07345568388700485,1.882871389389038,0.5263157894736842,0.49239878542510124,0.45240896358543414,0.002883966780108924
39,0.07105007022619247,1.8792660236358643,0.5263157894736842,0.49239878542510124,0.45240896358543414,0.0028778656191407125
40,0.06878126412630081,1.877287745475769,0.5263157894736842,0.49239878542510124,0.45240896358543414,0.002871615004599263
41,0.06660378724336624,1.8767354488372803,0.5263157894736842,0.49239878542510124,0.45240896358543414,0.0028652156219348976
