path,label,start_frame,end_frame,scenario,cam,dataset,source_row
dataset/dataset/chute01/cam2.avi,0,1052,1082,1,2,mcfd,5
dataset/dataset/chute01/cam2.avi,1,1083,1113,1,2,mcfd,6
dataset/dataset/chute01/cam2.avi,0,1114,1144,1,2,mcfd,7
dataset/dataset/chute02/cam2.avi,0,384,414,2,2,mcfd,29
dataset/dataset/chute02/cam2.avi,1,415,445,2,2,mcfd,30
dataset/dataset/chute02/cam2.avi,0,445,475,2,2,mcfd,31
dataset/dataset/chute03/cam2.avi,0,576,606,3,2,mcfd,52
dataset/dataset/chute03/cam2.avi,1,607,637,3,2,mcfd,53
dataset/dataset/chute04/cam2.avi,0,336,366,4,2,mcfd,71
dataset/dataset/chute04/cam2.avi,1,367,397,4,2,mcfd,72
dataset/dataset/chute04/cam2.avi,0,398,428,4,2,mcfd,73
dataset/dataset/chute04/cam2.avi,1,683,713,4,2,mcfd,74
dataset/dataset/chute04/cam2.avi,0,714,744,4,2,mcfd,75
dataset/dataset/chute05/cam2.avi,1,333,363,5,2,mcfd,108
dataset/dataset/chute05/cam2.avi,0,364,394,5,2,mcfd,109
dataset/dataset/chute06/cam2.avi,0,632,662,6,2,mcfd,126
dataset/dataset/chute06/cam2.avi,1,683,713,6,2,mcfd,127
dataset/dataset/chute06/cam2.avi,1,703,733,6,2,mcfd,128
dataset/dataset/chute06/cam2.avi,0,740,770,6,2,mcfd,129
dataset/dataset/chute07/cam2.avi,0,460,490,7,2,mcfd,156
dataset/dataset/chute07/cam2.avi,1,491,521,7,2,mcfd,157
dataset/dataset/chute08/cam2.avi,0,319,349,8,2,mcfd,172
dataset/dataset/chute08/cam2.avi,1,350,380,8,2,mcfd,173
dataset/dataset/chute09/cam2.avi,0,603,633,9,2,mcfd,189
dataset/dataset/chute09/cam2.avi,1,634,664,9,2,mcfd,190
dataset/dataset/chute09/cam2.avi,0,665,695,9,2,mcfd,191
dataset/dataset/chute10/cam2.avi,0,499,529,10,2,mcfd,213
dataset/dataset/chute10/cam2.avi,1,520,550,10,2,mcfd,214
dataset/dataset/chute10/cam2.avi,0,551,581,10,2,mcfd,215
dataset/dataset/chute11/cam2.avi,0,435,465,11,2,mcfd,237
dataset/dataset/chute11/cam2.avi,1,466,496,11,2,mcfd,238
dataset/dataset/chute11/cam2.avi,0,497,527,11,2,mcfd,239
dataset/dataset/chute12/cam2.avi,0,575,605,12,2,mcfd,261
dataset/dataset/chute12/cam2.avi,1,606,636,12,2,mcfd,262
dataset/dataset/chute12/cam2.avi,1,634,664,12,2,mcfd,263
dataset/dataset/chute13/cam2.avi,0,720,750,13,2,mcfd,284
dataset/dataset/chute13/cam2.avi,1,861,891,13,2,mcfd,285
dataset/dataset/chute14/cam2.avi,1,1027,1057,14,2,mcfd,300
dataset/dataset/chute14/cam2.avi,0,1058,1088,14,2,mcfd,301
dataset/dataset/chute15/cam2.avi,0,743,773,15,2,mcfd,316
dataset/dataset/chute15/cam2.avi,1,774,804,15,2,mcfd,317
dataset/dataset/chute16/cam2.avi,0,409,439,16,2,mcfd,333
dataset/dataset/chute16/cam2.avi,0,847,877,16,2,mcfd,334
dataset/dataset/chute16/cam2.avi,1,925,955,16,2,mcfd,335
dataset/dataset/chute17/cam2.avi,0,367,397,17,2,mcfd,356
dataset/dataset/chute17/cam2.avi,1,761,791,17,2,mcfd,357
dataset/dataset/chute18/cam2.avi,0,635,665,18,2,mcfd,372
dataset/dataset/chute18/cam2.avi,1,676,706,18,2,mcfd,373
dataset/dataset/chute19/cam2.avi,0,447,477,19,2,mcfd,391
dataset/dataset/chute19/cam2.avi,0,495,525,19,2,mcfd,392
dataset/dataset/chute19/cam2.avi,1,527,557,19,2,mcfd,393
dataset/dataset/chute19/cam2.avi,1,557,587,19,2,mcfd,394
dataset/dataset/chute19/cam2.avi,1,587,617,19,2,mcfd,395
dataset/dataset/chute20/cam2.avi,0,359,389,20,2,mcfd,432
dataset/dataset/chute20/cam2.avi,0,409,439,20,2,mcfd,433
dataset/dataset/chute20/cam2.avi,1,554,584,20,2,mcfd,434
dataset/dataset/chute20/cam2.avi,1,584,614,20,2,mcfd,435
dataset/dataset/chute20/cam2.avi,1,614,644,20,2,mcfd,436
dataset/dataset/chute20/cam2.avi,1,644,674,20,2,mcfd,437
dataset/dataset/chute21/cam2.avi,0,568,598,21,2,mcfd,476
dataset/dataset/chute21/cam2.avi,1,898,928,21,2,mcfd,477
dataset/dataset/chute22/cam2.avi,0,782,812,22,2,mcfd,492
dataset/dataset/chute22/cam2.avi,1,818,848,22,2,mcfd,493
dataset/dataset/chute23/cam2.avi,0,715,745,23,2,mcfd,512
dataset/dataset/chute23/cam2.avi,1,1572,1602,23,2,mcfd,513
dataset/dataset/chute23/cam2.avi,1,1602,1632,23,2,mcfd,514
dataset/dataset/chute23/cam2.avi,0,1714,1744,23,2,mcfd,515
dataset/dataset/chute23/cam2.avi,1,3626,3656,23,2,mcfd,516
dataset/dataset/chute23/cam2.avi,0,4158,4188,23,2,mcfd,517
