path,label,start_frame,end_frame,scenario,cam,dataset,source_row
dataset/dataset/chute01/cam6.avi,0,1055,1085,1,6,mcfd,17
dataset/dataset/chute01/cam6.avi,1,1086,1116,1,6,mcfd,18
dataset/dataset/chute01/cam6.avi,0,1117,1147,1,6,mcfd,19
dataset/dataset/chute02/cam6.avi,0,377,407,2,6,mcfd,41
dataset/dataset/chute02/cam6.avi,1,408,438,2,6,mcfd,42
dataset/dataset/chute02/cam6.avi,0,438,468,2,6,mcfd,43
dataset/dataset/chute03/cam6.avi,0,580,610,3,6,mcfd,60
dataset/dataset/chute03/cam6.avi,1,611,641,3,6,mcfd,61
dataset/dataset/chute04/cam6.avi,0,339,369,4,6,mcfd,91
dataset/dataset/chute04/cam6.avi,1,370,400,4,6,mcfd,92
dataset/dataset/chute04/cam6.avi,0,401,431,4,6,mcfd,93
dataset/dataset/chute04/cam6.avi,1,686,716,4,6,mcfd,94
dataset/dataset/chute04/cam6.avi,0,717,747,4,6,mcfd,95
dataset/dataset/chute05/cam6.avi,1,335,365,5,6,mcfd,116
dataset/dataset/chute05/cam6.avi,0,366,396,5,6,mcfd,117
dataset/dataset/chute06/cam6.avi,0,635,665,6,6,mcfd,142
dataset/dataset/chute06/cam6.avi,1,686,716,6,6,mcfd,143
dataset/dataset/chute06/cam6.avi,1,706,736,6,6,mcfd,144
dataset/dataset/chute06/cam6.avi,0,743,773,6,6,mcfd,145
dataset/dataset/chute07/cam6.avi,0,463,493,7,6,mcfd,164
dataset/dataset/chute07/cam6.avi,1,494,524,7,6,mcfd,165
dataset/dataset/chute08/cam6.avi,0,321,351,8,6,mcfd,180
dataset/dataset/chute08/cam6.avi,1,352,382,8,6,mcfd,181
dataset/dataset/chute09/cam6.avi,0,606,636,9,6,mcfd,201
dataset/dataset/chute09/cam6.avi,1,637,667,9,6,mcfd,202
dataset/dataset/chute09/cam6.avi,0,668,698,9,6,mcfd,203
dataset/dataset/chute10/cam6.avi,0,502,532,10,6,mcfd,225
dataset/dataset/chute10/cam6.avi,1,523,553,10,6,mcfd,226
dataset/dataset/chute10/cam6.avi,0,554,584,10,6,mcfd,227
dataset/dataset/chute11/cam6.avi,0,437,467,11,6,mcfd,249
dataset/dataset/chute11/cam6.avi,1,468,498,11,6,mcfd,250
dataset/dataset/chute11/cam6.avi,0,499,529,11,6,mcfd,251
dataset/dataset/chute12/cam6.avi,0,572,602,12,6,mcfd,273
dataset/dataset/chute12/cam6.avi,1,603,633,12,6,mcfd,274
dataset/dataset/chute12/cam6.avi,1,631,661,12,6,mcfd,275
dataset/dataset/chute13/cam6.avi,0,714,744,13,6,mcfd,292
dataset/dataset/chute13/cam6.avi,1,855,885,13,6,mcfd,293
dataset/dataset/chute14/cam6.avi,1,1019,1049,14,6,mcfd,308
dataset/dataset/chute14/cam6.avi,0,1050,1080,14,6,mcfd,309
dataset/dataset/chute15/cam6.avi,0,764,794,15,6,mcfd,324
dataset/dataset/chute15/cam6.avi,1,795,825,15,6,mcfd,325
dataset/dataset/chute16/cam6.avi,0,389,419,16,6,mcfd,345
dataset/dataset/chute16/cam6.avi,0,827,857,16,6,mcfd,346
dataset/dataset/chute16/cam6.avi,1,905,935,16,6,mcfd,347
dataset/dataset/chute17/cam6.avi,0,341,371,17,6,mcfd,364
dataset/dataset/chute17/cam6.avi,1,735,765,17,6,mcfd,365
dataset/dataset/chute18/cam6.avi,0,638,668,18,6,mcfd,380
dataset/dataset/chute18/cam6.avi,1,679,709,18,6,mcfd,381
dataset/dataset/chute19/cam6.avi,0,449,479,19,6,mcfd,411
dataset/dataset/chute19/cam6.avi,0,497,527,19,6,mcfd,412
dataset/dataset/chute19/cam6.avi,1,529,559,19,6,mcfd,413
dataset/dataset/chute19/cam6.avi,1,559,589,19,6,mcfd,414
dataset/dataset/chute19/cam6.avi,1,589,619,19,6,mcfd,415
dataset/dataset/chute20/cam6.avi,0,354,384,20,6,mcfd,456
dataset/dataset/chute20/cam6.avi,0,404,434,20,6,mcfd,457
dataset/dataset/chute20/cam6.avi,1,549,579,20,6,mcfd,458
dataset/dataset/chute20/cam6.avi,1,579,609,20,6,mcfd,459
dataset/dataset/chute20/cam6.avi,1,609,639,20,6,mcfd,460
dataset/dataset/chute20/cam6.avi,1,639,669,20,6,mcfd,461
dataset/dataset/chute21/cam6.avi,0,570,600,21,6,mcfd,484
dataset/dataset/chute21/cam6.avi,1,900,930,21,6,mcfd,485
dataset/dataset/chute22/cam6.avi,0,782,812,22,6,mcfd,500
dataset/dataset/chute22/cam6.avi,1,818,848,22,6,mcfd,501
dataset/dataset/chute23/cam6.avi,0,723,753,23,6,mcfd,536
dataset/dataset/chute23/cam6.avi,1,1580,1610,23,6,mcfd,537
dataset/dataset/chute23/cam6.avi,1,1610,1640,23,6,mcfd,538
dataset/dataset/chute23/cam6.avi,0,1722,1752,23,6,mcfd,539
dataset/dataset/chute23/cam6.avi,1,3634,3664,23,6,mcfd,540
dataset/dataset/chute23/cam6.avi,0,4166,4196,23,6,mcfd,541
