path,label,start_frame,end_frame,scenario,cam,dataset,source_row
dataset/dataset/chute01/cam7.avi,0,1055,1085,1,7,mcfd,20
dataset/dataset/chute01/cam7.avi,1,1086,1116,1,7,mcfd,21
dataset/dataset/chute01/cam7.avi,0,1117,1147,1,7,mcfd,22
dataset/dataset/chute02/cam7.avi,0,377,407,2,7,mcfd,44
dataset/dataset/chute02/cam7.avi,1,408,438,2,7,mcfd,45
dataset/dataset/chute02/cam7.avi,0,438,468,2,7,mcfd,46
dataset/dataset/chute03/cam7.avi,0,580,610,3,7,mcfd,62
dataset/dataset/chute03/cam7.avi,1,611,641,3,7,mcfd,63
dataset/dataset/chute04/cam7.avi,0,340,370,4,7,mcfd,96
dataset/dataset/chute04/cam7.avi,1,371,401,4,7,mcfd,97
dataset/dataset/chute04/cam7.avi,0,402,432,4,7,mcfd,98
dataset/dataset/chute04/cam7.avi,1,687,717,4,7,mcfd,99
dataset/dataset/chute04/cam7.avi,0,718,748,4,7,mcfd,100
dataset/dataset/chute05/cam7.avi,1,337,367,5,7,mcfd,118
dataset/dataset/chute05/cam7.avi,0,368,398,5,7,mcfd,119
dataset/dataset/chute06/cam7.avi,0,635,665,6,7,mcfd,146
dataset/dataset/chute06/cam7.avi,1,686,716,6,7,mcfd,147
dataset/dataset/chute06/cam7.avi,1,706,736,6,7,mcfd,148
dataset/dataset/chute06/cam7.avi,0,743,773,6,7,mcfd,149
dataset/dataset/chute07/cam7.avi,0,463,493,7,7,mcfd,166
dataset/dataset/chute07/cam7.avi,1,494,524,7,7,mcfd,167
dataset/dataset/chute08/cam7.avi,0,321,351,8,7,mcfd,182
dataset/dataset/chute08/cam7.avi,1,352,382,8,7,mcfd,183
dataset/dataset/chute09/cam7.avi,0,606,636,9,7,mcfd,204
dataset/dataset/chute09/cam7.avi,1,637,667,9,7,mcfd,205
dataset/dataset/chute09/cam7.avi,0,668,698,9,7,mcfd,206
dataset/dataset/chute10/cam7.avi,0,504,534,10,7,mcfd,228
dataset/dataset/chute10/cam7.avi,1,525,555,10,7,mcfd,229
dataset/dataset/chute10/cam7.avi,0,556,586,10,7,mcfd,230
dataset/dataset/chute11/cam7.avi,0,437,467,11,7,mcfd,252
dataset/dataset/chute11/cam7.avi,1,468,498,11,7,mcfd,253
dataset/dataset/chute11/cam7.avi,0,499,529,11,7,mcfd,254
dataset/dataset/chute12/cam7.avi,0,576,606,12,7,mcfd,276
dataset/dataset/chute12/cam7.avi,1,607,637,12,7,mcfd,277
dataset/dataset/chute12/cam7.avi,1,635,665,12,7,mcfd,278
dataset/dataset/chute13/cam7.avi,0,723,753,13,7,mcfd,294
dataset/dataset/chute13/cam7.avi,1,864,894,13,7,mcfd,295
dataset/dataset/chute14/cam7.avi,1,998,1028,14,7,mcfd,310
dataset/dataset/chute14/cam7.avi,0,1029,1059,14,7,mcfd,311
dataset/dataset/chute15/cam7.avi,0,747,777,15,7,mcfd,326
dataset/dataset/chute15/cam7.avi,1,778,808,15,7,mcfd,327
dataset/dataset/chute16/cam7.avi,0,383,413,16,7,mcfd,348
dataset/dataset/chute16/cam7.avi,0,821,851,16,7,mcfd,349
dataset/dataset/chute16/cam7.avi,1,899,929,16,7,mcfd,350
dataset/dataset/chute17/cam7.avi,0,370,400,17,7,mcfd,366
dataset/dataset/chute17/cam7.avi,1,764,794,17,7,mcfd,367
dataset/dataset/chute18/cam7.avi,0,638,668,18,7,mcfd,382
dataset/dataset/chute18/cam7.avi,1,679,709,18,7,mcfd,383
dataset/dataset/chute19/cam7.avi,0,420,450,19,7,mcfd,416
dataset/dataset/chute19/cam7.avi,0,468,498,19,7,mcfd,417
dataset/dataset/chute19/cam7.avi,1,500,530,19,7,mcfd,418
dataset/dataset/chute19/cam7.avi,1,530,560,19,7,mcfd,419
dataset/dataset/chute19/cam7.avi,1,560,590,19,7,mcfd,420
dataset/dataset/chute20/cam7.avi,0,354,384,20,7,mcfd,462
dataset/dataset/chute20/cam7.avi,0,404,434,20,7,mcfd,463
dataset/dataset/chute20/cam7.avi,1,549,579,20,7,mcfd,464
dataset/dataset/chute20/cam7.avi,1,579,609,20,7,mcfd,465
dataset/dataset/chute20/cam7.avi,1,609,639,20,7,mcfd,466
dataset/dataset/chute20/cam7.avi,1,639,669,20,7,mcfd,467
dataset/dataset/chute21/cam7.avi,0,570,600,21,7,mcfd,486
dataset/dataset/chute21/cam7.avi,1,900,930,21,7,mcfd,487
dataset/dataset/chute22/cam7.avi,0,782,812,22,7,mcfd,502
dataset/dataset/chute22/cam7.avi,1,818,848,22,7,mcfd,503
dataset/dataset/chute23/cam7.avi,0,713,743,23,7,mcfd,542
dataset/dataset/chute23/cam7.avi,1,1570,1600,23,7,mcfd,543
dataset/dataset/chute23/cam7.avi,1,1600,1630,23,7,mcfd,544
dataset/dataset/chute23/cam7.avi,0,1712,1742,23,7,mcfd,545
dataset/dataset/chute23/cam7.avi,1,3624,3654,23,7,mcfd,546
dataset/dataset/chute23/cam7.avi,0,4156,4186,23,7,mcfd,547
