path,label,start_frame,end_frame,scenario,cam,dataset,source_row
dataset/dataset/chute01/cam1.avi,0,1052,1082,1,1,mcfd,2
dataset/dataset/chute01/cam1.avi,1,1083,1113,1,1,mcfd,3
dataset/dataset/chute01/cam1.avi,0,1114,1144,1,1,mcfd,4
dataset/dataset/chute02/cam1.avi,0,369,399,2,1,mcfd,26
dataset/dataset/chute02/cam1.avi,1,400,430,2,1,mcfd,27
dataset/dataset/chute02/cam1.avi,0,430,460,2,1,mcfd,28
dataset/dataset/chute03/cam1.avi,0,572,602,3,1,mcfd,50
dataset/dataset/chute03/cam1.avi,1,603,633,3,1,mcfd,51
dataset/dataset/chute04/cam1.avi,0,329,359,4,1,mcfd,66
dataset/dataset/chute04/cam1.avi,1,360,390,4,1,mcfd,67
dataset/dataset/chute04/cam1.avi,0,391,421,4,1,mcfd,68
dataset/dataset/chute04/cam1.avi,1,676,706,4,1,mcfd,69
dataset/dataset/chute04/cam1.avi,0,707,737,4,1,mcfd,70
dataset/dataset/chute05/cam1.avi,1,326,356,5,1,mcfd,106
dataset/dataset/chute05/cam1.avi,0,357,387,5,1,mcfd,107
dataset/dataset/chute06/cam1.avi,0,532,562,6,1,mcfd,122
dataset/dataset/chute06/cam1.avi,1,583,613,6,1,mcfd,123
dataset/dataset/chute06/cam1.avi,1,603,633,6,1,mcfd,124
dataset/dataset/chute06/cam1.avi,0,640,670,6,1,mcfd,125
dataset/dataset/chute07/cam1.avi,0,473,503,7,1,mcfd,154
dataset/dataset/chute07/cam1.avi,1,504,534,7,1,mcfd,155
dataset/dataset/chute08/cam1.avi,0,332,362,8,1,mcfd,170
dataset/dataset/chute08/cam1.avi,1,363,393,8,1,mcfd,171
dataset/dataset/chute09/cam1.avi,0,612,642,9,1,mcfd,186
dataset/dataset/chute09/cam1.avi,1,643,673,9,1,mcfd,187
dataset/dataset/chute09/cam1.avi,0,674,704,9,1,mcfd,188
dataset/dataset/chute10/cam1.avi,0,499,529,10,1,mcfd,210
dataset/dataset/chute10/cam1.avi,1,520,550,10,1,mcfd,211
dataset/dataset/chute10/cam1.avi,0,551,581,10,1,mcfd,212
dataset/dataset/chute11/cam1.avi,0,454,484,11,1,mcfd,234
dataset/dataset/chute11/cam1.avi,1,485,515,11,1,mcfd,235
dataset/dataset/chute11/cam1.avi,0,516,546,11,1,mcfd,236
dataset/dataset/chute12/cam1.avi,0,590,620,12,1,mcfd,258
dataset/dataset/chute12/cam1.avi,1,621,651,12,1,mcfd,259
dataset/dataset/chute12/cam1.avi,1,649,679,12,1,mcfd,260
dataset/dataset/chute13/cam1.avi,0,703,733,13,1,mcfd,282
dataset/dataset/chute13/cam1.avi,1,844,874,13,1,mcfd,283
dataset/dataset/chute14/cam1.avi,1,1040,1070,14,1,mcfd,298
dataset/dataset/chute14/cam1.avi,0,1071,1101,14,1,mcfd,299
dataset/dataset/chute15/cam1.avi,0,739,769,15,1,mcfd,314
dataset/dataset/chute15/cam1.avi,1,770,800,15,1,mcfd,315
dataset/dataset/chute16/cam1.avi,0,403,433,16,1,mcfd,330
dataset/dataset/chute16/cam1.avi,0,841,871,16,1,mcfd,331
dataset/dataset/chute16/cam1.avi,1,919,949,16,1,mcfd,332
dataset/dataset/chute17/cam1.avi,0,362,392,17,1,mcfd,354
dataset/dataset/chute17/cam1.avi,1,756,786,17,1,mcfd,355
dataset/dataset/chute18/cam1.avi,0,629,659,18,1,mcfd,370
dataset/dataset/chute18/cam1.avi,1,670,700,18,1,mcfd,371
dataset/dataset/chute19/cam1.avi,0,439,469,19,1,mcfd,386
dataset/dataset/chute19/cam1.avi,0,487,517,19,1,mcfd,387
dataset/dataset/chute19/cam1.avi,1,519,549,19,1,mcfd,388
dataset/dataset/chute19/cam1.avi,1,549,579,19,1,mcfd,389
dataset/dataset/chute19/cam1.avi,1,579,609,19,1,mcfd,390
dataset/dataset/chute20/cam1.avi,0,375,405,20,1,mcfd,426
dataset/dataset/chute20/cam1.avi,0,425,455,20,1,mcfd,427
dataset/dataset/chute20/cam1.avi,1,570,600,20,1,mcfd,428
dataset/dataset/chute20/cam1.avi,1,600,630,20,1,mcfd,429
dataset/dataset/chute20/cam1.avi,1,630,660,20,1,mcfd,430
dataset/dataset/chute20/cam1.avi,1,660,690,20,1,mcfd,431
dataset/dataset/chute21/cam1.avi,0,558,588,21,1,mcfd,474
dataset/dataset/chute21/cam1.avi,1,888,918,21,1,mcfd,475
dataset/dataset/chute22/cam1.avi,0,736,766,22,1,mcfd,490
dataset/dataset/chute22/cam1.avi,1,772,802,22,1,mcfd,491
dataset/dataset/chute23/cam1.avi,0,694,724,23,1,mcfd,506
dataset/dataset/chute23/cam1.avi,1,1551,1581,23,1,mcfd,507
dataset/dataset/chute23/cam1.avi,1,1581,1611,23,1,mcfd,508
dataset/dataset/chute23/cam1.avi,0,1693,1723,23,1,mcfd,509
dataset/dataset/chute23/cam1.avi,1,3605,3635,23,1,mcfd,510
dataset/dataset/chute23/cam1.avi,0,4137,4167,23,1,mcfd,511
