epoch,train_loss,val_loss,val_f1,val_balanced_accuracy,learning_rate
1,0.7550398707389832,0.892863929271698,0.6111111111111113,0.6235294117647059,0.002999918576507786
2,0.6222430467605591,0.7462645173072815,0.6470588235294118,0.6735294117647059,0.002999674314960146
3,0.3984293043613434,0.6648131012916565,0.7586206896551724,0.7985294117647059,0.002999267242143112
4,0.38359054923057556,0.6286071538925171,0.6470588235294118,0.6735294117647059,0.002998697402696805
5,0.2911418080329895,0.7164660096168518,0.6285714285714287,0.6485294117647059,0.0029979648591105424
6,0.2290818691253662,0.83482825756073,0.6111111111111113,0.6235294117647059,0.0029970696917159837
7,0.2150786817073822,0.8984369039535522,0.6486486486486486,0.6529411764705882,0.0029960119986783204
8,0.19806799292564392,0.90057373046875,0.6486486486486486,0.6529411764705882,0.002994791895985514
9,0.17199112474918365,0.8670446276664734,0.717948717948718,0.7117647058823529,0.002993409517435574
10,0.15072306990623474,0.8283056616783142,0.75,0.7411764705882353,0.002991865014621886
11,0.14028438925743103,0.8077787756919861,0.75,0.7411764705882353,0.002990158556916589
12,0.1356787234544754,0.817656934261322,0.7317073170731708,0.7161764705882353,0.002988290331452
13,0.12961256504058838,0.8594709038734436,0.7142857142857143,0.6911764705882353,0.002986260543100094
14,0.11964627355337143,0.9269460439682007,0.7142857142857143,0.6911764705882353,0.0029840694144500383
15,0.10825254768133163,1.0091043710708618,0.6976744186046512,0.6661764705882353,0.0029817171857837803
16,0.0987335816025734,1.0932050943374634,0.6818181818181819,0.6411764705882352,0.0029792041150497007
17,0.0923476442694664,1.1674607992172241,0.6666666666666667,0.6161764705882353,0.002976530477834325
18,0.08821747452020645,1.223193883895874,0.6666666666666667,0.6161764705882353,0.0029736965673321037
19,0.08461879938840866,1.2560973167419434,0.6956521739130435,0.6455882352941176,0.002970702694313258
20,0.08024115860462189,1.266406536102295,0.6956521739130435,0.6455882352941176,0.002967549187089702
21,0.07480527460575104,1.2580595016479492,0.6956521739130435,0.6455882352941176,0.0029642363914790405
22,0.06891606748104095,1.2372139692306519,0.6956521739130435,0.6455882352941176,0.0029607646707666435
23,0.06344535201787949,1.2106273174285889,0.6956521739130435,0.6455882352941176,0.00295713440566581
24,0.0589480996131897,1.1843340396881104,0.7111111111111111,0.6705882352941177,0.002953345994276018
25,0.055440448224544525,1.1628475189208984,0.7272727272727272,0.6955882352941176,0.002949399852039267
26,0.05254008620977402,1.1488664150238037,0.6976744186046512,0.6661764705882353,0.002945296411694523
27,0.04977536201477051,1.1433372497558594,0.6976744186046512,0.6661764705882353,0.0029410361232302612
28,0.04685395956039429,1.1457167863845825,0.6976744186046512,0.6661764705882353,0.0029366194538351206
29,0.04376719519495964,1.1543240547180176,0.6976744186046512,0.6661764705882353,0.002932046887846672
30,0.040724072605371475,1.166730284690857,0.6976744186046512,0.6661764705882353,0.002927318926698304
31,0.037993304431438446,1.1801577806472778,0.6976744186046512,0.6661764705882353,0.0029224360888642355
32,0.035751499235630035,1.1918795108795166,0.6976744186046512,0.6661764705882353,0.00291739890980266
33,0.03400518745183945,1.1996064186096191,0.7142857142857143,0.6911764705882353,0.0029122079418970256
34,0.032609254121780396,1.2018133401870728,0.7142857142857143,0.6911764705882353,0.0029068637543954597
35,0.03135835751891136,1.197940707206726,0.7142857142857143,0.6911764705882353,0.002901366933348345
36,0.030093928799033165,1.188407301902771,0.7317073170731708,0.7161764705882353,0.002895718081544054
37,0.028766393661499023,1.174442172050476,0.7317073170731708,0.7161764705882353,0.002889917818442843
38,0.02742752805352211,1.1577879190444946,0.7317073170731708,0.7161764705882353,0.002883966780108924
39,0.026173880323767662,1.1403697729110718,0.7317073170731708,0.7161764705882353,0.0028778656191407125
40,0.025083815678954124,1.1240030527114868,0.75,0.7411764705882353,0.002871615004599263
41,0.024181310087442398,1.1101839542388916,0.75,0.7411764705882353,0.0028652156219348976
42,0.023434804752469063,1.099969506263733,0.75,0.7411764705882353,0.0028586681729120397
43,0.022781018167734146,1.0939304828643799,0.75,0.7411764705882353,0.0028519733755322583
44,0.02215624414384365,1.0921627283096313,0.75,0.7411764705882353,0.002845131963955529
45,0.021520430222153664,1.0943421125411987,0.75,0.7411764705882353,0.002838144688419727
46,0.020865993574261665,1.0998106002807617,0.75,0.7411764705882353,0.002831012315158354
47,0.020211169496178627,1.1076831817626953,0.75,0.7411764705882353,0.0028237356263165134
48,0.01958482153713703,1.1169617176055908,0.75,0.7411764705882353,0.0028163154198651377
49,0.019010920077562332,1.1266467571258545,0.75,0.7411764705882353,0.002808752509513482
50,0.018499214202165604,1.1358356475830078,0.7692307692307693,0.7661764705882352,0.002801047724619892
51,0.0180440042167902,1.1438004970550537,0.7692307692307693,0.7661764705882352,0.002793201910100857
52,0.0176292322576046,1.1500396728515625,0.7692307692307693,0.7661764705882352,0.002785215926338353
53,0.017236253246665,1.1543010473251343,0.7692307692307693,0.7661764705882352,0.0027770906490854935
54,0.016850728541612625,1.1565735340118408,0.7692307692307693,0.7661764705882352,0.002768826969370493
55,0.016466345638036728,1.157056450843811,0.7692307692307693,0.7661764705882352,0.0027604257933989554
56,0.016084617003798485,1.15610671043396,0.7692307692307693,0.7661764705882352,0.0027518880424544983
57,0.015712078660726547,1.1541794538497925,0.7692307692307693,0.7661764705882352,0.0027432146527977246
58,0.01535635907202959,1.1517661809921265,0.7692307692307693,0.7661764705882352,0.002734406575563551
59,0.01502294559031725,1.1493406295776367,0.7692307692307693,0.7661764705882352,0.002725464776656903
60,0.014713535085320473,1.1473160982131958,0.7692307692307693,0.7661764705882352,0.002716390236646797
61,0.014426106587052345,1.1460155248641968,0.75,0.7411764705882353,0.0027071839506588053
62,0.014156187884509563,1.1456552743911743,0.75,0.7411764705882353,0.0026978469282659314
