epoch,train_loss,val_loss,val_f1,val_balanced_accuracy,learning_rate
1,0.7976647615432739,0.6169338822364807,0.6666666666666667,0.65625,0.002999918576507786
2,0.4823644161224365,0.65435791015625,0.6666666666666667,0.65625,0.002999674314960146
3,0.3630107045173645,0.7497342228889465,0.5333333333333333,0.5625,0.002999267242143112
4,0.29701295495033264,0.8508342504501343,0.4444444444444444,0.53125,0.002998697402696805
5,0.24996699392795563,0.9503002166748047,0.4444444444444444,0.53125,0.0029979648591105424
6,0.2062525749206543,1.0569709539413452,0.38461538461538464,0.5,0.0029970696917159837
7,0.1694021373987198,1.1776957511901855,0.18181818181818182,0.4375,0.0029960119986783204
8,0.1426066905260086,1.3130685091018677,0.09523809523809523,0.40625,0.002994791895985514
9,0.12163157761096954,1.4594650268554688,0.0,0.375,0.002993409517435574
10,0.10288094729185104,1.6110777854919434,0.0,0.4375,0.002991865014621886
11,0.0858570858836174,1.7617515325546265,0.0,0.4375,0.002990158556916589
12,0.07120615243911743,1.9061572551727295,0.0,0.4375,0.002988290331452
13,0.05937541276216507,2.0407276153564453,0.0,0.4375,0.002986260543100094
14,0.05035153031349182,2.163839101791382,0.0,0.4375,0.0029840694144500383
15,0.04377797618508339,2.2753098011016846,0.0,0.4375,0.0029817171857837803
16,0.03908360004425049,2.375753164291382,0.0,0.4375,0.0029792041150497007
17,0.03566620498895645,2.466104507446289,0.0,0.4375,0.002976530477834325
18,0.03302926942706108,2.5473580360412598,0.0,0.4375,0.0029736965673321037
19,0.030799981206655502,2.620431900024414,0.0,0.4375,0.002970702694313258
20,0.028712665662169456,2.6861114501953125,0.0,0.4375,0.002967549187089702
21,0.02661094069480896,2.745035171508789,0.0,0.4375,0.0029642363914790405
22,0.024450194090604782,2.7977023124694824,0.0,0.46875,0.0029607646707666435
23,0.0222762580960989,2.8444862365722656,0.0,0.46875,0.00295713440566581
24,0.02018209546804428,2.885650873184204,0.0,0.46875,0.002953345994276018
25,0.01826091669499874,2.921377658843994,0.0,0.46875,0.002949399852039267
26,0.016574004665017128,2.951798439025879,0.0,0.46875,0.002945296411694523
27,0.015140407718718052,2.9770431518554688,0.0,0.46875,0.0029410361232302612
28,0.013944016769528389,2.997281312942505,0.0,0.46875,0.0029366194538351206
29,0.01294862013310194,3.012751579284668,0.0,0.46875,0.002932046887846672
30,0.012112196534872055,3.0237812995910645,0.0,0.46875,0.002927318926698304
31,0.011396423913538456,3.03078293800354,0.0,0.46875,0.0029224360888642355
32,0.010771217755973339,3.034242630004883,0.0,0.46875,0.00291739890980266
33,0.010215498507022858,3.0346968173980713,0.0,0.46875,0.0029122079418970256
34,0.009715912863612175,3.032712936401367,0.0,0.46875,0.0029068637543954597
35,0.009264735504984856,3.0288617610931396,0.0,0.46875,0.002901366933348345
36,0.008857774548232555,3.0236997604370117,0.0,0.46875,0.002895718081544054
37,0.008492554537951946,3.0177512168884277,0.0,0.46875,0.002889917818442843
38,0.008167028427124023,3.011495590209961,0.0,0.46875,0.002883966780108924
39,0.007878742180764675,3.005359649658203,0.0,0.46875,0.0028778656191407125
40,0.007624493911862373,2.999711036682129,0.0,0.46875,0.002871615004599263
41,0.007400206755846739,2.9948570728302,0.0,0.46875,0.0028652156219348976
42,0.0072013009339571,2.9910433292388916,0.0,0.46875,0.0028586681729120397
43,0.007022838573902845,2.988455295562744,0.0,0.46875,0.0028519733755322583
44,0.006860081106424332,2.9872193336486816,0.0,0.46875,0.002845131963955529
45,0.0067087095230817795,2.9874088764190674,0.0,0.46875,0.002838144688419727
46,0.006565210409462452,2.989048719406128,0.0,0.46875,0.002831012315158354
47,0.006426999811083078,2.9921183586120605,0.0,0.46875,0.0028237356263165134
48,0.006292423699051142,2.9965600967407227,0.0,0.46875,0.0028163154198651377
49,0.006160710006952286,3.0022847652435303,0.0,0.46875,0.002808752509513482
50,0.0060317921452224255,3.009178400039673,0.0,0.46875,0.002801047724619892
51,0.005906113423407078,3.017108678817749,0.0,0.46875,0.002793201910100857
52,0.005784347653388977,3.025930643081665,0.0,0.46875,0.002785215926338353
53,0.005667283199727535,3.0354928970336914,0.0,0.46875,0.0027770906490854935
54,0.005555576179176569,3.0456435680389404,0.0,0.46875,0.002768826969370493
55,0.0054497080855071545,3.0562329292297363,0.0,0.46875,0.0027604257933989554
56,0.0053499299101531506,3.067119836807251,0.0,0.46875,0.0027518880424544983
57,0.005256198812276125,3.078171730041504,0.0,0.46875,0.0027432146527977246
58,0.0051682814955711365,3.0892696380615234,0.0,0.46875,0.002734406575563551
59,0.005085745360702276,3.1003074645996094,0.0,0.46875,0.002725464776656903
60,0.005008097738027573,3.1111958026885986,0.0,0.46875,0.002716390236646797
61,0.00493474118411541,3.1218581199645996,0.0,0.46875,0.0027071839506588053
62,0.004865105729550123,3.132235527038574,0.0,0.5,0.0026978469282659314
63,0.004798672627657652,3.1422812938690186,0.0,0.5,0.0026883801933779003
