epoch,train_loss,val_loss,val_accuracy,val_macro_recall,val_macro_f1,learning_rate
1,1.657276497716489,26.600767135620117,0.27631578947368424,0.2,0.0865979381443299,0.00029999218663458546
2,1.5617816116498864,4.645087116643002,0.27631578947368424,0.2,0.0865979381443299,0.00029996874739516546
3,1.506973095562147,1.904482314461156,0.27631578947368424,0.2,0.0865979381443299,0.00029992968485211674
4,1.4866812156594318,1.597936053025095,0.27631578947368424,0.2,0.0865979381443299,0.00029987500328908733
5,1.380700223342232,1.5440562273326672,0.42105263157894735,0.31779220779220785,0.33381541059559633,0.00029980470870252676
6,1.3540849157001662,1.511514613502904,0.4605263157894737,0.4543722943722944,0.33313073544528543,0.0002997188088010287
7,1.3014111135316933,1.4764048363033093,0.4605263157894737,0.4544155844155844,0.3439357660047315,0.00029961731300448525
8,1.2546250529911207,1.4392912074139244,0.39473684210526316,0.463939393939394,0.30081695043705564,0.00029950023244305435
9,1.2177389217459638,1.4010260983517295,0.40789473684210525,0.47259740259740257,0.3200097946014461,0.0002993675799559389
10,1.1225790075633837,1.3670541487242047,0.39473684210526316,0.4635064935064935,0.30465243568691847,0.00029921937008997894
11,1.0929048019906749,1.349942069304617,0.3684210526315789,0.44441558441558443,0.28318721994934737,0.00029905561909805646
12,1.0002875208854676,1.3363663648304187,0.3815789473684211,0.453030303030303,0.30378532538242153,0.0002988763449373131
13,1.0003833910693294,1.3175274572874371,0.39473684210526316,0.4621212121212121,0.31857142857142856,0.0002986815672671807
14,1.0316110590229863,1.279530029547842,0.4342105263157895,0.49073593073593075,0.34956560680698606,0.0002984713074472258
15,0.9117742579916249,1.2605843983198468,0.4342105263157895,0.49073593073593075,0.34956560680698606,0.0002982455885348071
16,0.8906602102777232,1.2126771148882414,0.4868421052631579,0.538008658008658,0.42514252988390916,0.0002980044352825469
17,0.956688520182734,1.1481622520246004,0.5263157894736842,0.5783982683982684,0.473310276679842,0.00029774787413561687
18,0.8288019226944965,1.0820961531839872,0.6052631578947368,0.646017316017316,0.5472322322322322,0.00029747593322883807
19,0.7573875168095464,1.0380048971427114,0.618421052631579,0.6555411255411256,0.5665053006848673,0.0002971886423835953
20,0.8054889181385869,1.0168399497082359,0.618421052631579,0.6555411255411256,0.5665053006848673,0.0002968860331045672
21,0.7098242117011029,0.9901092366168374,0.6710526315789473,0.7032900432900433,0.6343711193363626,0.0002965681385762714
22,0.7102972419365593,0.9551690440428885,0.6973684210526315,0.7423809523809524,0.668590393095037,0.0002962349936594253
23,0.6961929632269818,0.9187381894964921,0.6842105263157895,0.7314718614718615,0.6511244012601045,0.0002958866348871231
24,0.6513566861981931,0.8878410489935624,0.7236842105263158,0.7705627705627706,0.6943107769423559,0.0002955231004608299
25,0.6474960057631783,0.8582868607420671,0.75,0.7887445887445887,0.7150877192982457,0.00029514443024619214
