path,subject,y_1s,y_2s,y_3s
dataset/dataset/chute01/cam1.avi#f0-63,1,0,0,0
dataset/dataset/chute01/cam1.avi#f16-79,1,0,0,0
dataset/dataset/chute01/cam1.avi#f32-95,1,0,0,0
dataset/dataset/chute01/cam1.avi#f48-111,1,0,0,0
dataset/dataset/chute01/cam1.avi#f64-127,1,0,0,0
dataset/dataset/chute01/cam1.avi#f80-143,1,0,0,0
dataset/dataset/chute01/cam1.avi#f96-159,1,0,0,0
dataset/dataset/chute01/cam1.avi#f112-175,1,0,0,0
dataset/dataset/chute01/cam1.avi#f128-191,1,0,0,1
dataset/dataset/chute01/cam1.avi#f144-207,1,0,0,1
dataset/dataset/chute01/cam1.avi#f160-223,1,0,1,1
dataset/dataset/chute01/cam1.avi#f176-239,1,0,1,1
dataset/dataset/chute01/cam1.avi#f192-255,1,1,1,1
dataset/dataset/chute02/cam1.avi#f0-63,2,0,1,1
dataset/dataset/chute02/cam1.avi#f16-79,2,1,1,1
dataset/dataset/chute02/cam1.avi#f32-95,2,1,1,1
dataset/dataset/chute03/cam1.avi#f0-63,3,0,0,1
dataset/dataset/chute03/cam1.avi#f16-79,3,0,0,1
dataset/dataset/chute03/cam1.avi#f32-95,3,0,1,1
dataset/dataset/chute03/cam1.avi#f48-111,3,0,1,1
dataset/dataset/chute03/cam1.avi#f64-127,3,1,1,1
dataset/dataset/chute03/cam1.avi#f80-143,3,1,1,1
dataset/dataset/chute06/cam1.avi#f0-63,6,0,0,1
dataset/dataset/chute06/cam1.avi#f16-79,6,0,0,1
dataset/dataset/chute06/cam1.avi#f32-95,6,0,1,1
dataset/dataset/chute06/cam1.avi#f48-111,6,0,1,1
dataset/dataset/chute06/cam1.avi#f64-127,6,1,1,1
dataset/dataset/chute06/cam1.avi#f80-143,6,1,1,1
dataset/dataset/chute07/cam1.avi#f0-63,7,0,0,1
dataset/dataset/chute07/cam1.avi#f16-79,7,0,1,1
dataset/dataset/chute07/cam1.avi#f32-95,7,0,1,1
dataset/dataset/chute07/cam1.avi#f48-111,7,1,1,1
dataset/dataset/chute12/cam1.avi#f0-63,12,0,0,0
dataset/dataset/chute12/cam1.avi#f16-79,12,0,0,1
dataset/dataset/chute12/cam1.avi#f32-95,12,0,1,1
dataset/dataset/chute12/cam1.avi#f48-111,12,0,1,1
dataset/dataset/chute12/cam1.avi#f64-127,12,1,1,1
dataset/dataset/chute12/cam1.avi#f80-143,12,1,1,1
dataset/dataset/chute13/cam1.avi#f0-63,13,0,0,0
dataset/dataset/chute13/cam1.avi#f16-79,13,0,0,0
dataset/dataset/chute13/cam1.avi#f32-95,13,0,0,0
dataset/dataset/chute13/cam1.avi#f48-111,13,0,0,0
dataset/dataset/chute13/cam1.avi#f64-127,13,0,0,1
dataset/dataset/chute13/cam1.avi#f80-143,13,0,0,1
dataset/dataset/chute13/cam1.avi#f96-159,13,0,1,1
dataset/dataset/chute13/cam1.avi#f112-175,13,0,1,1
dataset/dataset/chute13/cam1.avi#f128-191,13,1,1,1
dataset/dataset/chute13/cam1.avi#f144-207,13,1,1,1
dataset/dataset/chute16/cam1.avi#f0-63,16,0,0,0
dataset/dataset/chute16/cam1.avi#f16-79,16,0,0,0
dataset/dataset/chute16/cam1.avi#f32-95,16,0,0,0
dataset/dataset/chute16/cam1.avi#f48-111,16,0,0,0
