path,video_path,subject,dataset,video_label,start_frame,end_frame,start_seconds,end_seconds,fall_onset_seconds,lead_seconds,y_1s,y_2s,y_3s,stage,pose_valid_ratio
Subject 1/ADL/01.mp4#f0-63,Subject 1/ADL/01.mp4,1,gmdcsa24,0,0,63,0.000000,2.127480,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f16-79,Subject 1/ADL/01.mp4,1,gmdcsa24,0,16,79,0.540312,2.667792,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f32-95,Subject 1/ADL/01.mp4,1,gmdcsa24,0,32,95,1.080625,3.208105,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f48-111,Subject 1/ADL/01.mp4,1,gmdcsa24,0,48,111,1.620937,3.748417,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f64-127,Subject 1/ADL/01.mp4,1,gmdcsa24,0,64,127,2.161250,4.288730,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f80-143,Subject 1/ADL/01.mp4,1,gmdcsa24,0,80,143,2.701562,4.829042,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f96-159,Subject 1/ADL/01.mp4,1,gmdcsa24,0,96,159,3.241874,5.369354,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f112-175,Subject 1/ADL/01.mp4,1,gmdcsa24,0,112,175,3.782187,5.909667,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f128-191,Subject 1/ADL/01.mp4,1,gmdcsa24,0,128,191,4.322499,6.449979,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f144-207,Subject 1/ADL/01.mp4,1,gmdcsa24,0,144,207,4.862811,6.990291,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f160-223,Subject 1/ADL/01.mp4,1,gmdcsa24,0,160,223,5.403124,7.530604,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f176-239,Subject 1/ADL/01.mp4,1,gmdcsa24,0,176,239,5.943436,8.070916,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f0-63,Subject 1/ADL/02.mp4,1,gmdcsa24,0,0,63,0.000000,2.128488,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f16-79,Subject 1/ADL/02.mp4,1,gmdcsa24,0,16,79,0.540568,2.669056,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f32-95,Subject 1/ADL/02.mp4,1,gmdcsa24,0,32,95,1.081137,3.209625,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f48-111,Subject 1/ADL/02.mp4,1,gmdcsa24,0,48,111,1.621705,3.750193,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f64-127,Subject 1/ADL/02.mp4,1,gmdcsa24,0,64,127,2.162273,4.290761,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f80-143,Subject 1/ADL/02.mp4,1,gmdcsa24,0,80,143,2.702842,4.831330,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f96-159,Subject 1/ADL/02.mp4,1,gmdcsa24,0,96,159,3.243410,5.371898,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f112-175,Subject 1/ADL/02.mp4,1,gmdcsa24,0,112,175,3.783979,5.912466,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f128-191,Subject 1/ADL/02.mp4,1,gmdcsa24,0,128,191,4.324547,6.453035,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f0-63,Subject 1/ADL/03.mp4,1,gmdcsa24,0,0,63,0.000000,2.117760,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f16-79,Subject 1/ADL/03.mp4,1,gmdcsa24,0,16,79,0.537844,2.655604,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f32-95,Subject 1/ADL/03.mp4,1,gmdcsa24,0,32,95,1.075688,3.193448,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f48-111,Subject 1/ADL/03.mp4,1,gmdcsa24,0,48,111,1.613532,3.731292,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f64-127,Subject 1/ADL/03.mp4,1,gmdcsa24,0,64,127,2.151376,4.269136,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f80-143,Subject 1/ADL/03.mp4,1,gmdcsa24,0,80,143,2.689219,4.806980,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f96-159,Subject 1/ADL/03.mp4,1,gmdcsa24,0,96,159,3.227063,5.344824,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f112-175,Subject 1/ADL/03.mp4,1,gmdcsa24,0,112,175,3.764907,5.882667,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f128-191,Subject 1/ADL/03.mp4,1,gmdcsa24,0,128,191,4.302751,6.420511,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f0-63,Subject 1/ADL/04.mp4,1,gmdcsa24,0,0,63,0.000000,2.152858,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f16-79,Subject 1/ADL/04.mp4,1,gmdcsa24,0,16,79,0.546758,2.699616,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f32-95,Subject 1/ADL/04.mp4,1,gmdcsa24,0,32,95,1.093515,3.246374,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f48-111,Subject 1/ADL/04.mp4,1,gmdcsa24,0,48,111,1.640273,3.793131,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f64-127,Subject 1/ADL/04.mp4,1,gmdcsa24,0,64,127,2.187031,4.339889,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f80-143,Subject 1/ADL/04.mp4,1,gmdcsa24,0,80,143,2.733788,4.886647,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f96-159,Subject 1/ADL/04.mp4,1,gmdcsa24,0,96,159,3.280546,5.433404,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f0-63,Subject 1/ADL/05.mp4,1,gmdcsa24,0,0,63,0.000000,2.115837,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f16-79,Subject 1/ADL/05.mp4,1,gmdcsa24,0,16,79,0.537355,2.653192,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f32-95,Subject 1/ADL/05.mp4,1,gmdcsa24,0,32,95,1.074711,3.190548,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f48-111,Subject 1/ADL/05.mp4,1,gmdcsa24,0,48,111,1.612066,3.727903,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f64-127,Subject 1/ADL/05.mp4,1,gmdcsa24,0,64,127,2.149422,4.265259,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f80-143,Subject 1/ADL/05.mp4,1,gmdcsa24,0,80,143,2.686777,4.802614,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f96-159,Subject 1/ADL/05.mp4,1,gmdcsa24,0,96,159,3.224132,5.339969,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f112-175,Subject 1/ADL/05.mp4,1,gmdcsa24,0,112,175,3.761488,5.877325,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f128-191,Subject 1/ADL/05.mp4,1,gmdcsa24,0,128,191,4.298843,6.414680,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f144-207,Subject 1/ADL/05.mp4,1,gmdcsa24,0,144,207,4.836199,6.952036,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f160-223,Subject 1/ADL/05.mp4,1,gmdcsa24,0,160,223,5.373554,7.489391,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f176-239,Subject 1/ADL/05.mp4,1,gmdcsa24,0,176,239,5.910909,8.026746,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f192-255,Subject 1/ADL/05.mp4,1,gmdcsa24,0,192,255,6.448265,8.564102,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f208-271,Subject 1/ADL/05.mp4,1,gmdcsa24,0,208,271,6.985620,9.101457,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f224-287,Subject 1/ADL/05.mp4,1,gmdcsa24,0,224,287,7.522976,9.638813,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f240-303,Subject 1/ADL/05.mp4,1,gmdcsa24,0,240,303,8.060331,10.176168,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f0-63,Subject 1/ADL/06.mp4,1,gmdcsa24,0,0,63,0.000000,2.115952,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f16-79,Subject 1/ADL/06.mp4,1,gmdcsa24,0,16,79,0.537385,2.653336,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f32-95,Subject 1/ADL/06.mp4,1,gmdcsa24,0,32,95,1.074769,3.190721,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f48-111,Subject 1/ADL/06.mp4,1,gmdcsa24,0,48,111,1.612154,3.728106,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f64-127,Subject 1/ADL/06.mp4,1,gmdcsa24,0,64,127,2.149538,4.265490,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f80-143,Subject 1/ADL/06.mp4,1,gmdcsa24,0,80,143,2.686923,4.802875,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f96-159,Subject 1/ADL/06.mp4,1,gmdcsa24,0,96,159,3.224308,5.340259,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f112-175,Subject 1/ADL/06.mp4,1,gmdcsa24,0,112,175,3.761692,5.877644,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f128-191,Subject 1/ADL/06.mp4,1,gmdcsa24,0,128,191,4.299077,6.415029,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f144-207,Subject 1/ADL/06.mp4,1,gmdcsa24,0,144,207,4.836461,6.952413,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f160-223,Subject 1/ADL/06.mp4,1,gmdcsa24,0,160,223,5.373846,7.489798,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f176-239,Subject 1/ADL/06.mp4,1,gmdcsa24,0,176,239,5.911231,8.027182,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f192-255,Subject 1/ADL/06.mp4,1,gmdcsa24,0,192,255,6.448615,8.564567,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f208-271,Subject 1/ADL/06.mp4,1,gmdcsa24,0,208,271,6.986000,9.101952,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f224-287,Subject 1/ADL/06.mp4,1,gmdcsa24,0,224,287,7.523384,9.639336,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f240-303,Subject 1/ADL/06.mp4,1,gmdcsa24,0,240,303,8.060769,10.176721,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f256-319,Subject 1/ADL/06.mp4,1,gmdcsa24,0,256,319,8.598154,10.714105,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f272-335,Subject 1/ADL/06.mp4,1,gmdcsa24,0,272,335,9.135538,11.251490,,,0,0,0,ADL,1.000000
Subject 1/ADL/06.mp4#f288-351,Subject 1/ADL/06.mp4,1,gmdcsa24,0,288,351,9.672923,11.788875,,,0,0,0,ADL,1.000000
Subject 1/ADL/07.mp4#f0-63,Subject 1/ADL/07.mp4,1,gmdcsa24,0,0,63,0.000000,2.119847,,,0,0,0,ADL,1.000000
Subject 1/ADL/07.mp4#f16-79,Subject 1/ADL/07.mp4,1,gmdcsa24,0,16,79,0.538374,2.658221,,,0,0,0,ADL,1.000000
Subject 1/ADL/07.mp4#f32-95,Subject 1/ADL/07.mp4,1,gmdcsa24,0,32,95,1.076748,3.196594,,,0,0,0,ADL,1.000000
Subject 1/ADL/07.mp4#f48-111,Subject 1/ADL/07.mp4,1,gmdcsa24,0,48,111,1.615121,3.734968,,,0,0,0,ADL,1.000000
Subject 1/ADL/07.mp4#f64-127,Subject 1/ADL/07.mp4,1,gmdcsa24,0,64,127,2.153495,4.273342,,,0,0,0,ADL,1.000000
Subject 1/ADL/07.mp4#f80-143,Subject 1/ADL/07.mp4,1,gmdcsa24,0,80,143,2.691869,4.811716,,,0,0,0,ADL,1.000000
Subject 1/ADL/07.mp4#f96-159,Subject 1/ADL/07.mp4,1,gmdcsa24,0,96,159,3.230243,5.350090,,,0,0,0,ADL,1.000000
Subject 1/ADL/07.mp4#f112-175,Subject 1/ADL/07.mp4,1,gmdcsa24,0,112,175,3.768617,5.888464,,,0,0,0,ADL,1.000000
Subject 1/ADL/07.mp4#f128-191,Subject 1/ADL/07.mp4,1,gmdcsa24,0,128,191,4.306990,6.426837,,,0,0,0,ADL,1.000000
Subject 1/ADL/07.mp4#f144-207,Subject 1/ADL/07.mp4,1,gmdcsa24,0,144,207,4.845364,6.965211,,,0,0,0,ADL,1.000000
Subject 1/ADL/07.mp4#f160-223,Subject 1/ADL/07.mp4,1,gmdcsa24,0,160,223,5.383738,7.503585,,,0,0,0,ADL,1.000000
Subject 1/ADL/08.mp4#f0-63,Subject 1/ADL/08.mp4,1,gmdcsa24,0,0,63,0.000000,2.118900,,,0,0,0,ADL,1.000000
Subject 1/ADL/08.mp4#f16-79,Subject 1/ADL/08.mp4,1,gmdcsa24,0,16,79,0.538133,2.657033,,,0,0,0,ADL,1.000000
Subject 1/ADL/08.mp4#f32-95,Subject 1/ADL/08.mp4,1,gmdcsa24,0,32,95,1.076267,3.195167,,,0,0,0,ADL,1.000000
Subject 1/ADL/08.mp4#f48-111,Subject 1/ADL/08.mp4,1,gmdcsa24,0,48,111,1.614400,3.733300,,,0,0,0,ADL,1.000000
Subject 1/ADL/08.mp4#f64-127,Subject 1/ADL/08.mp4,1,gmdcsa24,0,64,127,2.152533,4.271433,,,0,0,0,ADL,1.000000
Subject 1/ADL/08.mp4#f80-143,Subject 1/ADL/08.mp4,1,gmdcsa24,0,80,143,2.690667,4.809567,,,0,0,0,ADL,1.000000
Subject 1/ADL/08.mp4#f96-159,Subject 1/ADL/08.mp4,1,gmdcsa24,0,96,159,3.228800,5.347700,,,0,0,0,ADL,1.000000
Subject 1/ADL/08.mp4#f112-175,Subject 1/ADL/08.mp4,1,gmdcsa24,0,112,175,3.766933,5.885833,,,0,0,0,ADL,1.000000
Subject 1/ADL/09.mp4#f0-63,Subject 1/ADL/09.mp4,1,gmdcsa24,0,0,63,0.000000,2.140114,,,0,0,0,ADL,1.000000
Subject 1/ADL/09.mp4#f16-79,Subject 1/ADL/09.mp4,1,gmdcsa24,0,16,79,0.543521,2.683635,,,0,0,0,ADL,1.000000
Subject 1/ADL/09.mp4#f32-95,Subject 1/ADL/09.mp4,1,gmdcsa24,0,32,95,1.087042,3.227157,,,0,0,0,ADL,1.000000
Subject 1/ADL/09.mp4#f48-111,Subject 1/ADL/09.mp4,1,gmdcsa24,0,48,111,1.630563,3.770678,,,0,0,0,ADL,1.000000
Subject 1/ADL/09.mp4#f64-127,Subject 1/ADL/09.mp4,1,gmdcsa24,0,64,127,2.174084,4.314199,,,0,0,0,ADL,1.000000
Subject 1/ADL/09.mp4#f80-143,Subject 1/ADL/09.mp4,1,gmdcsa24,0,80,143,2.717606,4.857720,,,0,0,0,ADL,1.000000
Subject 1/ADL/10.mp4#f0-63,Subject 1/ADL/10.mp4,1,gmdcsa24,0,0,63,0.000000,2.148154,,,0,0,0,ADL,1.000000
Subject 1/ADL/10.mp4#f16-79,Subject 1/ADL/10.mp4,1,gmdcsa24,0,16,79,0.545563,2.693717,,,0,0,0,ADL,1.000000
Subject 1/ADL/10.mp4#f32-95,Subject 1/ADL/10.mp4,1,gmdcsa24,0,32,95,1.091126,3.239280,,,0,0,0,ADL,1.000000
Subject 1/ADL/10.mp4#f48-111,Subject 1/ADL/10.mp4,1,gmdcsa24,0,48,111,1.636689,3.784843,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f0-63,Subject 1/ADL/11.mp4,1,gmdcsa24,0,0,63,0.000000,2.118240,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f16-79,Subject 1/ADL/11.mp4,1,gmdcsa24,0,16,79,0.537966,2.656206,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f32-95,Subject 1/ADL/11.mp4,1,gmdcsa24,0,32,95,1.075932,3.194172,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f48-111,Subject 1/ADL/11.mp4,1,gmdcsa24,0,48,111,1.613897,3.732138,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f64-127,Subject 1/ADL/11.mp4,1,gmdcsa24,0,64,127,2.151863,4.270104,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f80-143,Subject 1/ADL/11.mp4,1,gmdcsa24,0,80,143,2.689829,4.808069,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f96-159,Subject 1/ADL/11.mp4,1,gmdcsa24,0,96,159,3.227795,5.346035,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f112-175,Subject 1/ADL/11.mp4,1,gmdcsa24,0,112,175,3.765761,5.884001,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f128-191,Subject 1/ADL/11.mp4,1,gmdcsa24,0,128,191,4.303727,6.421967,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f144-207,Subject 1/ADL/11.mp4,1,gmdcsa24,0,144,207,4.841692,6.959933,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f160-223,Subject 1/ADL/11.mp4,1,gmdcsa24,0,160,223,5.379658,7.497899,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f176-239,Subject 1/ADL/11.mp4,1,gmdcsa24,0,176,239,5.917624,8.035864,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f192-255,Subject 1/ADL/11.mp4,1,gmdcsa24,0,192,255,6.455590,8.573830,,,0,0,0,ADL,1.000000
Subject 1/ADL/11.mp4#f208-271,Subject 1/ADL/11.mp4,1,gmdcsa24,0,208,271,6.993556,9.111796,,,0,0,0,ADL,1.000000
Subject 1/ADL/12.mp4#f0-63,Subject 1/ADL/12.mp4,1,gmdcsa24,0,0,63,0.000000,2.118168,,,0,0,0,ADL,1.000000
Subject 1/ADL/12.mp4#f16-79,Subject 1/ADL/12.mp4,1,gmdcsa24,0,16,79,0.537947,2.656115,,,0,0,0,ADL,1.000000
Subject 1/ADL/12.mp4#f32-95,Subject 1/ADL/12.mp4,1,gmdcsa24,0,32,95,1.075895,3.194063,,,0,0,0,ADL,1.000000
Subject 1/ADL/12.mp4#f48-111,Subject 1/ADL/12.mp4,1,gmdcsa24,0,48,111,1.613842,3.732010,,,0,0,0,ADL,1.000000
Subject 1/ADL/12.mp4#f64-127,Subject 1/ADL/12.mp4,1,gmdcsa24,0,64,127,2.151790,4.269957,,,0,0,0,ADL,1.000000
Subject 1/ADL/12.mp4#f80-143,Subject 1/ADL/12.mp4,1,gmdcsa24,0,80,143,2.689737,4.807905,,,0,0,0,ADL,1.000000
Subject 1/ADL/12.mp4#f96-159,Subject 1/ADL/12.mp4,1,gmdcsa24,0,96,159,3.227684,5.345852,,,0,0,0,ADL,1.000000
